"vendor_name","pickup_datetime","dropoff_datetime","passenger_count","trip_distance","pickup_longitude","pickup_latitude","rate_code","store_and_fwd","dropoff_longitude","dropoff_latitude","payment_type","fare_amount","extra","mta_tax","tip_amount","tolls_amount","total_amount","improvement_surcharge","congestion_surcharge","pickup_location_id","dropoff_location_id","month"
"CMT",2021-01-12 17:50:35.000,2021-01-12 18:03:02.000,0,2.4,,,"Standard rate","No",,,"Credit card",11,3.5,0.5,3.06,0,18.36,0.3,2.5,170,236,1
"VTS",2021-01-21 10:41:02.000,2021-01-21 10:51:19.000,1,2.35,,,"Standard rate","No",,,"Credit card",9.5,0,0.5,3.2,0,16,0.3,2.5,238,43,1
"VTS",2021-01-22 17:23:49.000,2021-01-22 17:27:02.000,1,0.64,,,"Standard rate","No",,,"Credit card",4.5,1,0.5,1.76,0,10.56,0.3,2.5,264,230,1
"VTS",2021-01-11 22:09:26.000,2021-01-11 22:20:18.000,1,2.41,,,"Standard rate","No",,,"Cash",10.5,0.5,0.5,0,0,14.3,0.3,2.5,48,140,1
"VTS",2021-01-17 22:38:15.000,2021-01-17 22:46:08.000,1,3.23,,,"Standard rate","No",,,"Credit card",10.5,0.5,0.5,2,0,16.3,0.3,2.5,74,233,1
"CMT",2021-01-28 10:28:03.000,2021-01-28 10:30:15.000,1,0.4,,,"Standard rate","No",,,"Credit card",3.5,2.5,0.5,1,0,7.8,0.3,2.5,87,88,1
"VTS",2021-01-12 13:45:35.000,2021-01-12 14:12:57.000,1,3.55,,,"Standard rate","No",,,"Credit card",19,0,0.5,4.46,0,26.76,0.3,2.5,141,41,1
"VTS",2021-01-02 13:34:42.000,2021-01-02 13:38:04.000,1,0.53,,,"Standard rate","No",,,"Credit card",4,0,0.5,1.46,0,8.76,0.3,2.5,143,143,1
"VTS",2021-01-06 14:11:16.000,2021-01-06 14:23:34.000,1,2.46,,,"Standard rate","No",,,"Credit card",11,0,0.5,1,0,15.3,0.3,2.5,43,90,1
"VTS",2021-01-26 06:59:58.000,2021-01-26 07:35:59.000,1,18.27,,,"JFK","No",,,"Credit card",52,0,0.5,18.43,6.12,79.85,0.3,2.5,132,48,1
"VTS",2021-01-23 10:51:12.000,2021-01-23 11:04:02.000,1,2.48,,,"Standard rate","No",,,"Credit card",11.5,0,0.5,2.2,0,17,0.3,2.5,170,249,1
"VTS",2021-01-23 22:45:03.000,2021-01-23 23:01:07.000,2,9.89,,,"Standard rate","No",,,"Cash",28,0.5,0.5,0,0,29.3,0.3,0,130,223,1
"CMT",2021-01-21 15:59:42.000,2021-01-21 16:07:25.000,1,1.3,,,"Standard rate","No",,,"Credit card",7,3.5,0.5,2.25,0,13.55,0.3,2.5,113,231,1
"VTS",2021-01-13 10:04:12.000,2021-01-13 10:09:23.000,2,0.75,,,"Standard rate","No",,,"Cash",5.5,0,0.5,0,0,8.8,0.3,2.5,170,162,1
"VTS",2021-01-19 14:58:43.000,2021-01-19 15:52:32.000,2,12.12,,,"Standard rate","No",,,"Credit card",43.5,0,0.5,9.36,0,56.16,0.3,2.5,142,61,1
"VTS",2021-01-14 21:05:27.000,2021-01-14 21:16:46.000,1,2.55,,,"Standard rate","No",,,"Credit card",10.5,0.5,0.5,2.86,0,17.16,0.3,2.5,164,141,1
"VTS",2021-01-21 06:04:23.000,2021-01-21 06:06:50.000,1,0.88,,,"Standard rate","No",,,"Credit card",4.5,0,0.5,1.56,0,9.36,0.3,2.5,107,137,1
"CMT",2021-01-05 15:24:25.000,2021-01-05 15:31:42.000,2,1.3,,,"Standard rate","No",,,"Cash",7,2.5,0.5,0,0,10.3,0.3,2.5,263,141,1
"VTS",2021-01-08 18:32:11.000,2021-01-08 18:39:43.000,1,1.21,,,"Standard rate","No",,,"Cash",6.5,1,0.5,0,0,10.8,0.3,2.5,43,100,1
"CMT",2021-01-18 06:53:20.000,2021-01-18 06:55:48.000,1,0.9,,,"Standard rate","No",,,"Cash",5,0,0.5,0,0,5.8,0.3,0,7,146,1
"VTS",2021-01-13 15:59:59.000,2021-01-13 16:03:28.000,1,0.72,,,"Standard rate","No",,,"Cash",4.5,0,0.5,0,0,7.8,0.3,2.5,249,125,1
"VTS",2021-01-03 06:29:38.000,2021-01-03 06:31:26.000,2,0.15,,,"Negotiated","No",,,"Credit card",70,0,0,21.09,0,91.39,0.3,0,41,264,1
"CMT",2021-01-19 20:25:00.000,2021-01-19 20:53:40.000,1,13.8,,,"Standard rate","No",,,"Credit card",40,3,0.5,6,0,49.8,0.3,2.5,230,171,1
"CMT",2021-01-31 10:55:36.000,2021-01-31 11:06:36.000,1,2.1,,,"Standard rate","No",,,"Cash",10,2.5,0.5,0,0,13.3,0.3,2.5,237,237,1
"VTS",2021-01-04 11:12:09.000,2021-01-04 11:14:45.000,1,0.55,,,"Standard rate","No",,,"Cash",4,0,0.5,0,0,7.3,0.3,2.5,229,233,1
"CMT",2021-01-17 12:33:39.000,2021-01-17 12:37:08.000,2,0.7,,,"Standard rate","No",,,"Credit card",4.5,2.5,0.5,1.55,0,9.35,0.3,2.5,238,238,1
"VTS",2021-01-26 07:31:38.000,2021-01-26 07:41:39.000,2,1.35,,,"Standard rate","No",,,"Credit card",8.5,0,0.5,1,0,12.8,0.3,2.5,186,137,1
,2021-01-15 12:10:02.000,2021-01-15 12:33:53.000,,6.03,,,,,,,,21.56,0,0.5,5.3,0,30.16,0.3,2.5,137,238,1
"CMT",2021-01-08 22:27:20.000,2021-01-08 22:39:51.000,1,2.4,,,"Standard rate","No",,,"Cash",11,3,0.5,0,0,14.8,0.3,2.5,79,164,1
"VTS",2021-01-27 16:33:35.000,2021-01-27 16:57:38.000,1,4.56,,,"Standard rate","No",,,"Credit card",18.5,1,0.5,4.56,0,27.36,0.3,2.5,231,144,1
"CMT",2021-01-09 14:13:12.000,2021-01-09 14:31:02.000,0,5.5,,,"Standard rate","No",,,"Credit card",19.5,2.5,0.5,2,0,24.8,0.3,2.5,137,75,1
"VTS",2021-01-08 22:56:19.000,2021-01-08 22:58:47.000,1,0.49,,,"Standard rate","No",,,"Credit card",4,0.5,0.5,1.56,0,9.36,0.3,2.5,68,249,1
"VTS",2021-01-27 07:54:25.000,2021-01-27 07:59:00.000,2,1.34,,,"Standard rate","No",,,"Credit card",6,0,0.5,1.86,0,11.16,0.3,2.5,143,246,1
"VTS",2021-01-31 16:55:45.000,2021-01-31 17:10:03.000,1,7.08,,,"Standard rate","No",,,"Cash",21.5,0,0.5,0,6.12,28.42,0.3,0,70,262,1
"VTS",2021-01-22 10:31:54.000,2021-01-22 10:42:40.000,1,0.87,,,"Standard rate","No",,,"Credit card",8,0,0.5,2.83,0,14.13,0.3,2.5,236,140,1
"VTS",2021-01-18 15:43:42.000,2021-01-18 16:00:26.000,1,10.01,,,"Standard rate","No",,,"Credit card",28,0,0.5,7.48,6.12,44.9,0.3,2.5,138,141,1
"VTS",2021-01-04 09:16:52.000,2021-01-04 09:20:42.000,1,0.75,,,"Standard rate","No",,,"Credit card",4.5,0,0.5,1.56,0,9.36,0.3,2.5,263,236,1
"CMT",2021-01-08 13:38:35.000,2021-01-08 13:42:24.000,1,0.4,,,"Standard rate","No",,,"Cash",4.5,2.5,0.5,0,0,7.8,0.3,2.5,79,79,1
"VTS",2021-01-15 10:05:49.000,2021-01-15 10:13:11.000,1,1.3,,,"Standard rate","No",,,"Cash",7,0,0.5,0,0,10.3,0.3,2.5,43,239,1
"VTS",2021-01-12 13:24:31.000,2021-01-12 13:38:14.000,1,2.89,,,"Standard rate","No",,,"Credit card",12,0,0.5,3.06,0,18.36,0.3,2.5,186,13,1
"VTS",2021-01-29 12:31:11.000,2021-01-29 12:37:58.000,1,0.87,,,"Standard rate","No",,,"Credit card",6,0,0.5,1.86,0,11.16,0.3,2.5,107,234,1
"CMT",2021-01-22 22:47:22.000,2021-01-22 22:48:53.000,1,0.2,,,"Standard rate","No",,,"Credit card",3,3,0.5,1,0,7.8,0.3,2.5,263,263,1
"CMT",2021-01-19 19:55:36.000,2021-01-19 20:02:45.000,1,0.5,,,"Standard rate","No",,,"Cash",6,3.5,0.5,0,0,10.3,0.3,2.5,263,262,1
"VTS",2021-01-26 08:01:43.000,2021-01-26 08:09:24.000,4,1.95,,,"Standard rate","No",,,"Credit card",8,0,0.5,2.26,0,13.56,0.3,2.5,239,166,1
"CMT",2021-01-05 13:03:51.000,2021-01-05 13:18:02.000,1,3,,,"Standard rate","No",,,"Credit card",12.5,2.5,0.5,3.15,0,18.95,0.3,2.5,237,238,1
"VTS",2021-01-18 14:34:32.000,2021-01-18 14:39:11.000,1,0.57,,,"Standard rate","No",,,"Cash",5,0,0.5,0,0,8.3,0.3,2.5,113,79,1
"VTS",2021-01-14 14:52:01.000,2021-01-14 15:13:45.000,1,3.34,,,"Standard rate","No",,,"Cash",15.5,0,0.5,0,0,18.8,0.3,2.5,236,168,1
"VTS",2021-01-21 10:45:33.000,2021-01-21 10:59:30.000,1,1.83,,,"Standard rate","No",,,"Credit card",10,0,0.5,2.66,0,15.96,0.3,2.5,107,158,1
"CMT",2021-01-21 16:12:59.000,2021-01-21 16:44:55.000,1,5.5,,,"Standard rate","No",,,"Credit card",26,3.5,0.5,7.55,0,37.85,0.3,2.5,141,209,1
"CMT",2021-01-11 17:39:06.000,2021-01-11 17:45:24.000,1,1.1,,,"Standard rate","No",,,"Credit card",6.5,3.5,0.5,2.15,0,12.95,0.3,2.5,234,79,1
"VTS",2021-01-07 11:56:54.000,2021-01-07 11:59:49.000,1,0.48,,,"Standard rate","No",,,"Credit card",4,0,0.5,1.46,0,8.76,0.3,2.5,140,262,1
,2021-01-27 09:05:00.000,2021-01-27 09:12:00.000,,0.98,,,,,,,,16.16,2.75,0.5,0,0,19.71,0.3,0,25,65,1
"CMT",2021-01-26 18:31:51.000,2021-01-26 18:43:39.000,1,2.3,,,"Standard rate","No",,,"Credit card",11,3.5,0.5,3.05,0,18.35,0.3,2.5,238,163,1
"CMT",2021-01-28 09:40:16.000,2021-01-28 09:48:27.000,1,1.1,,,"Standard rate","No",,,"Credit card",7,2.5,0.5,1.7,0,12,0.3,2.5,107,164,1
"CMT",2021-01-03 13:50:33.000,2021-01-03 13:58:16.000,1,1.8,,,"Standard rate","No",,,"Credit card",8.5,2.5,0.5,2.35,0,14.15,0.3,2.5,236,161,1
"CMT",2021-01-18 16:07:15.000,2021-01-18 16:38:16.000,1,6.5,,,"Standard rate","Yes",,,"No charge",23,2.5,0.5,0,0,26.3,0.3,2.5,142,244,1
"VTS",2021-01-17 11:22:37.000,2021-01-17 11:29:55.000,1,1.92,,,"Standard rate","No",,,"Credit card",8,0,0.5,2,0,13.3,0.3,2.5,141,236,1
"CMT",2021-01-20 11:47:52.000,2021-01-20 11:53:58.000,1,0.8,,,"Standard rate","No",,,"Credit card",6,2.5,0.5,1.5,0,10.8,0.3,2.5,161,237,1
"CMT",2021-01-28 22:46:32.000,2021-01-28 22:53:22.000,1,0.5,,,"Standard rate","No",,,"Credit card",6,1,0.5,1.55,0,9.35,0.3,0,83,83,1
"VTS",2021-01-19 15:02:27.000,2021-01-19 15:20:36.000,1,3.35,,,"Standard rate","No",,,"Cash",14.5,0,0.5,0,0,17.8,0.3,2.5,234,236,1
,2021-01-22 08:08:10.000,2021-01-22 08:30:04.000,,5.9,,,,,,,,20.3,2.75,0.5,0,0,23.85,0.3,0,136,242,1
"VTS",2021-01-07 18:48:00.000,2021-01-07 18:58:49.000,1,1.63,,,"Standard rate","No",,,"Credit card",9,1,0.5,2.66,0,15.96,0.3,2.5,170,224,1
"VTS",2021-01-27 16:13:52.000,2021-01-27 16:14:32.000,1,0,,,"Standard rate","No",,,"Credit card",0,0,0,0,0,0,0,0,7,264,1
"CMT",2021-01-15 08:57:41.000,2021-01-15 09:09:46.000,1,1.8,,,"Standard rate","No",,,"Credit card",10,2.5,0.5,2.65,0,15.95,0.3,2.5,236,140,1
"VTS",2021-01-12 17:55:32.000,2021-01-12 18:03:11.000,2,1.42,,,"Standard rate","No",,,"Credit card",7,1,0.5,2.26,0,13.56,0.3,2.5,162,236,1
"VTS",2021-01-12 15:02:43.000,2021-01-12 15:04:48.000,2,0.39,,,"Standard rate","No",,,"Cash",3.5,0,0.5,0,0,6.8,0.3,2.5,100,186,1
"VTS",2021-01-01 09:09:21.000,2021-01-01 09:17:37.000,1,1.89,,,"Standard rate","No",,,"Credit card",8.5,0,0.5,2.36,0,14.16,0.3,2.5,263,238,1
"CMT",2021-01-28 15:30:23.000,2021-01-28 15:37:59.000,1,1.4,,,"Standard rate","No",,,"Credit card",7.5,2.5,0.5,2.7,0,13.5,0.3,2.5,87,211,1
"VTS",2021-01-05 21:42:07.000,2021-01-05 21:46:03.000,2,1.31,,,"Standard rate","No",,,"Credit card",6,0.5,0.5,1.5,0,11.3,0.3,2.5,170,113,1
"VTS",2021-01-26 14:38:40.000,2021-01-26 14:40:44.000,1,0.19,,,"Standard rate","No",,,"Cash",3.5,0,0.5,0,0,6.8,0.3,2.5,262,263,1
"VTS",2021-01-20 17:04:35.000,2021-01-20 17:10:49.000,3,1.99,,,"Standard rate","No",,,"Credit card",8,1,0.5,2.46,0,14.76,0.3,2.5,68,143,1
"VTS",2021-01-27 11:04:16.000,2021-01-27 11:20:09.000,1,2.7,,,"Standard rate","No",,,"Credit card",12.5,0,0.5,3.16,0,18.96,0.3,2.5,238,161,1
"VTS",2021-01-04 18:56:04.000,2021-01-04 19:21:41.000,3,19.19,,,"JFK","No",,,"Credit card",52,4.5,0.5,9.89,6.12,75.81,0.3,2.5,132,263,1
,2021-01-09 21:48:22.000,2021-01-09 21:56:29.000,,0.91,,,,,,,,13.38,0,0.5,2.75,0,16.93,0.3,0,94,18,1
"VTS",2021-01-08 06:28:54.000,2021-01-08 06:44:08.000,1,2.42,,,"Standard rate","No",,,"Cash",12.5,0,0.5,0,0,15.8,0.3,2.5,143,140,1
"CMT",2021-01-05 09:17:44.000,2021-01-05 09:21:23.000,1,0.5,,,"Standard rate","Yes",,,"Cash",4.5,2.5,0.5,0,0,7.8,0.3,2.5,141,263,1
"VTS",2021-01-28 18:25:35.000,2021-01-28 18:26:48.000,2,0.43,,,"Standard rate","No",,,"Credit card",3.5,1,0.5,1,0,8.8,0.3,2.5,236,236,1
"CMT",2021-01-22 19:15:26.000,2021-01-22 19:28:39.000,1,3.2,,,"Standard rate","No",,,"Credit card",12.5,3.5,0.5,4.2,0,21,0.3,2.5,50,158,1
"CMT",2021-01-12 20:06:14.000,2021-01-12 20:52:00.000,2,10.5,,,"Standard rate","No",,,"Cash",39,3,0.5,0,0,42.8,0.3,2.5,186,167,1
"CMT",2021-01-04 07:02:20.000,2021-01-04 07:09:58.000,1,1.7,,,"Standard rate","No",,,"Cash",8,2.5,0.5,0,0,11.3,0.3,2.5,236,74,1
"CMT",2021-01-30 13:02:08.000,2021-01-30 13:17:32.000,1,6.6,,,"Standard rate","No",,,"Cash",20,0,0.5,0,0,20.8,0.3,0,132,63,1
"CMT",2021-01-26 09:25:04.000,2021-01-26 09:41:18.000,1,2.5,,,"Standard rate","No",,,"Credit card",12.5,2.5,0.5,3.95,0,19.75,0.3,2.5,164,143,1
,2021-01-24 16:23:57.000,2021-01-24 16:40:22.000,,4.66,,,,,,,,16.56,0,0.5,4.49,0,24.35,0.3,2.5,181,79,1
"CMT",2021-01-11 10:07:51.000,2021-01-11 10:19:31.000,1,1.9,,,"Standard rate","No",,,"Credit card",10,2.5,0.5,1.5,0,14.8,0.3,2.5,107,161,1
"CMT",2021-01-21 17:46:49.000,2021-01-21 17:53:37.000,1,1,,,"Standard rate","No",,,"Credit card",6.5,3.5,0.5,2.15,0,12.95,0.3,2.5,262,236,1
"VTS",2021-01-03 14:32:36.000,2021-01-03 14:39:41.000,2,1.26,,,"Standard rate","No",,,"Credit card",7,0,0.5,1,0,11.3,0.3,2.5,143,238,1
"VTS",2021-01-08 16:24:48.000,2021-01-08 16:33:09.000,1,1.39,,,"Standard rate","No",,,"Cash",7.5,1,0.5,0,0,11.8,0.3,2.5,107,229,1
"VTS",2021-01-28 18:59:27.000,2021-01-28 19:28:15.000,2,6.03,,,"Standard rate","No",,,"Cash",22.5,1,0.5,0,0,26.8,0.3,2.5,163,256,1
"VTS",2021-01-27 12:49:53.000,2021-01-27 12:59:16.000,1,1.94,,,"Standard rate","No",,,"Cash",9,0,0.5,0,0,9.8,0.3,0,238,152,1
"VTS",2021-01-24 15:16:56.000,2021-01-24 15:20:35.000,3,0.6,,,"Standard rate","No",,,"Credit card",4.5,0,0.5,1.56,0,9.36,0.3,2.5,238,238,1
"VTS",2021-01-23 18:04:58.000,2021-01-23 18:12:43.000,1,1.84,,,"Standard rate","No",,,"Credit card",8,0,0.5,1.76,0,10.56,0.3,0,264,264,1
"CMT",2021-01-24 11:57:49.000,2021-01-24 12:04:56.000,1,1.4,,,"Standard rate","No",,,"Cash",7,2.5,0.5,0,0,10.3,0.3,2.5,236,237,1
"VTS",2021-01-05 21:13:55.000,2021-01-05 21:26:12.000,6,2.55,,,"Standard rate","No",,,"Credit card",11,0.5,0.5,2.96,0,17.76,0.3,2.5,186,79,1
"VTS",2021-01-17 10:38:01.000,2021-01-17 10:40:08.000,1,0.01,,,"Standard rate","No",,,"Cash",3.5,0,0.5,0,0,6.8,0.3,2.5,236,236,1
"VTS",2021-01-09 19:09:42.000,2021-01-09 19:21:01.000,1,2.8,,,"Standard rate","No",,,"Credit card",11,0,0.5,4.08,6.12,24.5,0.3,2.5,170,145,1
"CMT",2021-01-19 13:59:25.000,2021-01-19 14:16:21.000,1,4.8,,,"Standard rate","No",,,"Credit card",17,2.5,0.5,4.05,0,24.35,0.3,2.5,230,13,1
"VTS",2021-01-29 20:35:16.000,2021-01-29 20:53:26.000,1,4.72,,,"Standard rate","No",,,"Credit card",18,0.5,0.5,3.86,0,23.16,0.3,0,151,244,1
"VTS",2021-01-27 20:11:20.000,2021-01-27 20:12:16.000,1,0.31,,,"Standard rate","No",,,"Credit card",3,0.5,0.5,1.36,0,8.16,0.3,2.5,249,249,1
"VTS",2021-01-31 17:25:07.000,2021-01-31 17:34:51.000,1,2.95,,,"Standard rate","No",,,"Cash",11,0,0.5,0,0,11.8,0.3,0,75,247,1
"CMT",2021-01-19 10:18:49.000,2021-01-19 10:22:39.000,1,0.9,,,"Standard rate","No",,,"Credit card",5,2.5,0.5,2.08,0,10.38,0.3,2.5,162,237,1
"VTS",2021-01-08 15:19:09.000,2021-01-08 15:39:08.000,1,4.3,,,"Standard rate","No",,,"Credit card",16.5,0,0.5,5.94,0,25.74,0.3,2.5,162,166,1
"CMT",2021-01-10 13:55:29.000,2021-01-10 13:57:33.000,1,0.7,,,"Standard rate","No",,,"Credit card",4.5,2.5,0.5,0.78,0,8.58,0.3,2.5,141,236,1
"CMT",2021-01-07 18:40:49.000,2021-01-07 18:42:24.000,1,0.3,,,"Standard rate","No",,,"Credit card",3.5,3.5,0.5,1.55,0,9.35,0.3,2.5,164,170,1
"CMT",2021-01-28 08:06:31.000,2021-01-28 08:11:34.000,1,0.7,,,"Standard rate","No",,,"Cash",5,2.5,0.5,0,0,8.3,0.3,2.5,140,237,1
"VTS",2021-01-02 18:00:00.000,2021-01-02 18:06:09.000,2,0.34,,,"Standard rate","No",,,"Cash",5,0,0.5,0,0,8.3,0.3,2.5,186,48,1
"CMT",2021-01-27 18:41:53.000,2021-01-27 18:52:52.000,1,2.6,,,"Standard rate","No",,,"Credit card",10.5,3.5,0.5,3.7,0,18.5,0.3,2.5,162,146,1
"VTS",2021-01-21 10:16:00.000,2021-01-21 10:30:32.000,1,2.33,,,"Standard rate","No",,,"Credit card",11.5,0,0.5,2.96,0,17.76,0.3,2.5,143,166,1
,2021-01-23 09:57:00.000,2021-01-23 10:11:00.000,,6.01,,,,,,,,22.29,2.75,0.5,0,0,25.84,0.3,0,51,213,1
"VTS",2021-01-26 13:50:05.000,2021-01-26 14:30:16.000,2,11.35,,,"Standard rate","No",,,"Cash",38,0,0.5,0,0,38.8,0.3,0,132,61,1
"VTS",2021-01-06 09:34:03.000,2021-01-06 09:42:12.000,1,1.37,,,"Standard rate","No",,,"Credit card",7.5,0,0.5,2.7,0,13.5,0.3,2.5,50,186,1
,2021-01-20 17:41:27.000,2021-01-20 18:10:28.000,,6.71,,,,,,,,30.49,2.75,0.5,0,0,34.04,0.3,0,65,36,1
"VTS",2021-01-14 11:21:30.000,2021-01-14 11:23:20.000,1,0.35,,,"Standard rate","No",,,"Credit card",3.5,0,0.5,1.36,0,8.16,0.3,2.5,234,164,1
"CMT",2021-01-05 07:33:09.000,2021-01-05 07:49:24.000,1,3.9,,,"Standard rate","Yes",,,"Credit card",14,2.5,0.5,4.3,0,21.6,0.3,2.5,48,87,1
"VTS",2021-01-28 13:00:49.000,2021-01-28 13:05:52.000,1,1.4,,,"Standard rate","No",,,"Credit card",6,0,0.5,1.86,0,11.16,0.3,2.5,238,238,1
"CMT",2021-01-02 08:30:22.000,2021-01-02 08:31:32.000,1,0.3,,,"Standard rate","No",,,"Credit card",3,2.5,0.5,1.25,0,7.55,0.3,2.5,236,263,1
"CMT",2021-01-24 20:23:59.000,2021-01-24 20:29:20.000,1,1.1,,,"Standard rate","No",,,"Cash",6,3,0.5,0,0,9.8,0.3,2.5,263,140,1
"VTS",2021-01-14 15:00:14.000,2021-01-14 15:05:33.000,1,0.74,,,"Standard rate","No",,,"Credit card",5.5,0,0.5,1.76,0,10.56,0.3,2.5,229,237,1
"VTS",2021-01-22 13:08:46.000,2021-01-22 13:27:57.000,1,4.69,,,"Standard rate","No",,,"Credit card",17.5,0,0.5,3.66,0,21.96,0.3,0,244,75,1
"CMT",2021-01-08 10:29:27.000,2021-01-08 10:34:30.000,1,1.2,,,"Standard rate","No",,,"Credit card",6,2.5,0.5,0,0,9.3,0.3,2.5,107,170,1
"VTS",2021-01-17 16:49:10.000,2021-01-17 16:57:03.000,1,1.78,,,"Standard rate","No",,,"Credit card",8,0,0.5,3.39,0,14.69,0.3,2.5,186,50,1
"VTS",2021-01-01 14:00:43.000,2021-01-01 14:12:00.000,2,2.56,,,"Standard rate","No",,,"Credit card",10.5,0,0.5,3.45,0,17.25,0.3,2.5,229,262,1
"CMT",2021-01-16 21:39:11.000,2021-01-16 21:49:20.000,3,1.5,,,"Standard rate","No",,,"Credit card",9,3,0.5,2,0,14.8,0.3,2.5,211,148,1
"CMT",2021-01-01 18:48:13.000,2021-01-01 19:00:01.000,1,2.2,,,"Standard rate","No",,,"Credit card",10,2.5,0.5,3.3,0,16.6,0.3,2.5,186,162,1
,2021-01-23 23:19:00.000,2021-01-23 23:48:00.000,,7.22,,,,,,,,27,0,0.5,3.19,0,33.49,0.3,2.5,225,261,1
"VTS",2021-01-14 07:32:50.000,2021-01-14 07:38:23.000,2,0.9,,,"Standard rate","No",,,"Credit card",6,0,0.5,2.32,0,11.62,0.3,2.5,239,143,1
"VTS",2021-01-07 06:51:36.000,2021-01-07 06:56:02.000,1,0.86,,,"Standard rate","No",,,"Credit card",5,0,0.5,2.08,0,10.38,0.3,2.5,48,161,1
"VTS",2021-01-06 17:34:38.000,2021-01-06 17:41:07.000,3,1.38,,,"Standard rate","No",,,"Credit card",6.5,1,0.5,2.7,0,13.5,0.3,2.5,236,238,1
"CMT",2021-01-14 15:10:52.000,2021-01-14 15:17:29.000,1,1.1,,,"Standard rate","No",,,"Credit card",6,2.5,0.5,4,0,13.3,0.3,2.5,142,161,1
"CMT",2021-01-25 15:59:52.000,2021-01-25 16:16:06.000,1,6.3,,,"Standard rate","No",,,"Credit card",21,3.5,0.5,10,0,35.3,0.3,2.5,152,68,1
"VTS",2021-01-14 21:44:00.000,2021-01-14 21:48:26.000,1,1.23,,,"Standard rate","No",,,"Credit card",6,0.5,0.5,1.96,0,11.76,0.3,2.5,186,230,1
"VTS",2021-01-10 15:50:03.000,2021-01-10 16:03:05.000,1,2.42,,,"Standard rate","No",,,"Credit card",11,0,0.5,2.86,0,17.16,0.3,2.5,186,144,1
"VTS",2021-01-11 20:29:00.000,2021-01-11 20:46:08.000,1,9.34,,,"Standard rate","No",,,"Credit card",26.5,0.5,0.5,5.46,6.12,41.88,0.3,2.5,138,140,1
"VTS",2021-01-11 12:07:44.000,2021-01-12 12:05:20.000,1,0.9,,,"Standard rate","No",,,"Cash",6,0,0.5,0,0,6.8,0.3,0,238,41,1
"VTS",2021-01-09 12:42:13.000,2021-01-09 12:56:04.000,1,10.31,,,"Standard rate","No",,,"Credit card",28,0,0.5,0,6.12,37.42,0.3,2.5,138,233,1
"VTS",2021-01-28 13:03:57.000,2021-01-28 13:17:53.000,2,4.23,,,"Standard rate","No",,,"Cash",14.5,0,0.5,0,0,17.8,0.3,2.5,13,230,1
"VTS",2021-01-18 14:41:48.000,2021-01-18 14:51:30.000,1,1.5,,,"Standard rate","No",,,"Credit card",8,0,0.5,2.26,0,13.56,0.3,2.5,249,246,1
"VTS",2021-01-01 15:30:19.000,2021-01-01 15:48:11.000,3,9.51,,,"Standard rate","No",,,"Cash",27,0,0.5,0,0,27.8,0.3,0,75,241,1
"VTS",2021-01-06 14:31:08.000,2021-01-06 14:43:11.000,1,1.56,,,"Standard rate","No",,,"Credit card",9.5,0,0.5,3.84,0,16.64,0.3,2.5,68,170,1
"VTS",2021-01-26 10:12:33.000,2021-01-26 10:20:51.000,2,1.33,,,"Standard rate","No",,,"Credit card",7.5,0,0.5,1.66,0,9.96,0.3,0,181,97,1
"VTS",2021-01-24 12:52:00.000,2021-01-24 12:57:51.000,4,1.35,,,"Standard rate","No",,,"Credit card",7,0,0.5,3.09,0,13.39,0.3,2.5,239,151,1
,2021-01-15 12:35:30.000,2021-01-15 13:12:42.000,,8.48,,,,,,,,36.33,0,0.5,2.75,0,39.88,0.3,0,14,17,1
"CMT",2021-01-12 14:16:00.000,2021-01-12 14:34:36.000,1,9.7,,,"Standard rate","No",,,"Credit card",27.5,2.5,0.5,7.35,6.12,44.27,0.3,2.5,138,229,1
"VTS",2021-01-05 09:44:11.000,2021-01-05 09:45:57.000,1,0.43,,,"Standard rate","No",,,"Cash",3.5,0,0.5,0,0,6.8,0.3,2.5,262,140,1
"VTS",2021-01-20 15:48:51.000,2021-01-20 15:54:58.000,1,1.18,,,"Standard rate","No",,,"Credit card",6.5,0,0.5,1.96,0,11.76,0.3,2.5,164,90,1
,2021-01-01 17:04:09.000,2021-01-01 17:39:36.000,,12.54,,,,,,,,32.32,0,0.5,2.75,6.12,41.99,0.3,0,63,68,1
"VTS",2021-01-26 12:28:25.000,2021-01-26 12:38:15.000,1,1.49,,,"Standard rate","No",,,"Credit card",8.5,0,0.5,2.95,0,14.75,0.3,2.5,107,162,1
"VTS",2021-01-28 18:29:02.000,2021-01-28 18:39:15.000,1,2.22,,,"Standard rate","No",,,"Credit card",9.5,1,0.5,1.5,0,15.3,0.3,2.5,161,113,1
"VTS",2021-01-04 14:22:23.000,2021-01-04 14:30:28.000,1,1.5,,,"Standard rate","No",,,"Cash",7.5,0,0.5,0,0,10.8,0.3,2.5,164,161,1
"VTS",2021-01-06 20:04:26.000,2021-01-06 20:08:30.000,1,0.68,,,"Standard rate","No",,,"Credit card",5,0.5,0.5,2.2,0,11,0.3,2.5,233,170,1
"VTS",2021-01-10 07:35:47.000,2021-01-10 07:43:57.000,1,2.5,,,"Standard rate","No",,,"Cash",9,0,0.5,0,0,12.3,0.3,2.5,141,145,1
"VTS",2021-01-24 15:32:29.000,2021-01-24 15:47:06.000,1,3.47,,,"Standard rate","No",,,"Credit card",14,0,0.5,3.46,0,20.76,0.3,2.5,186,231,1
