"vendor_name","pickup_datetime","dropoff_datetime","passenger_count","trip_distance","pickup_longitude","pickup_latitude","rate_code","store_and_fwd","dropoff_longitude","dropoff_latitude","payment_type","fare_amount","extra","mta_tax","tip_amount","tolls_amount","total_amount","improvement_surcharge","congestion_surcharge","pickup_location_id","dropoff_location_id","month"
"VTS",2021-01-07 08:45:00.000,2021-01-07 09:02:07.000,1,2.54,,,"Standard rate","No",,,"Credit card",13,0,0.5,3.26,0,19.56,0.3,2.5,113,246,1
"VTS",2021-01-07 18:48:35.000,2021-01-07 18:57:18.000,1,1.82,,,"Standard rate","No",,,"Credit card",8.5,1,0.5,2.56,0,15.36,0.3,2.5,163,239,1
"VTS",2021-01-26 09:04:56.000,2021-01-26 09:13:02.000,6,1.16,,,"Standard rate","No",,,"Credit card",7,0,0.5,2.06,0,12.36,0.3,2.5,237,229,1
"VTS",2021-01-11 11:48:14.000,2021-01-11 12:02:32.000,2,2.09,,,"Standard rate","No",,,"Credit card",11,0,0.5,5,0,19.3,0.3,2.5,107,141,1
,2021-01-31 05:48:57.000,2021-01-31 05:52:02.000,,1.14,,,,,,,,7,0,0.5,2,0,9.8,0.3,0,238,166,1
"VTS",2021-01-25 18:20:28.000,2021-01-25 18:30:17.000,4,1.81,,,"Standard rate","No",,,"Credit card",9,1,0.5,2.66,0,15.96,0.3,2.5,237,75,1
"VTS",2021-01-16 11:54:25.000,2021-01-16 11:59:44.000,1,1,,,"Standard rate","No",,,"Credit card",6,0,0.5,1.86,0,11.16,0.3,2.5,229,237,1
"VTS",2021-01-27 14:21:29.000,2021-01-27 14:29:36.000,1,1.36,,,"Standard rate","No",,,"Credit card",7.5,0,0.5,0,0,8.3,0.3,0,75,74,1
"CMT",2021-01-13 10:15:19.000,2021-01-13 10:20:59.000,1,1.1,,,"Standard rate","No",,,"Cash",6,2.5,0.5,0,0,9.3,0.3,2.5,238,143,1
"CMT",2021-01-29 06:10:51.000,2021-01-29 06:15:35.000,1,1,,,"Standard rate","No",,,"Credit card",6,2.5,0.5,2,0,11.3,0.3,2.5,186,161,1
"VTS",2021-01-23 11:39:25.000,2021-01-23 11:43:32.000,1,1.22,,,"Standard rate","No",,,"Credit card",5.5,0,0.5,1,0,9.8,0.3,2.5,231,114,1
,2021-01-02 16:01:31.000,2021-01-02 17:01:02.000,,6.16,,,,,,,,22.46,0,0.5,0,0,23.26,0.3,0,265,260,1
,2021-01-09 08:44:00.000,2021-01-09 08:52:00.000,,1.11,,,,,,,,14.95,0,0.5,2.75,0,18.5,0.3,0,209,232,1
"VTS",2021-01-08 18:04:14.000,2021-01-08 18:13:09.000,1,1.5,,,"Standard rate","No",,,"Credit card",7.5,1,0.5,2.36,0,14.16,0.3,2.5,75,263,1
"CMT",2021-01-11 17:38:16.000,2021-01-11 17:44:03.000,2,0.4,,,"Standard rate","No",,,"Cash",5.5,3.5,0.5,0,0,9.8,0.3,2.5,237,237,1
"CMT",2021-01-27 11:53:37.000,2021-01-27 12:02:30.000,1,1.8,,,"Standard rate","No",,,"Cash",7.5,2.5,0.5,0,0,10.8,0.3,2.5,186,161,1
"CMT",2021-01-07 15:25:27.000,2021-01-07 15:47:48.000,1,3.6,,,"Standard rate","No",,,"Credit card",16.5,2.5,0.5,3.95,0,23.75,0.3,2.5,100,262,1
"CMT",2021-01-04 15:54:49.000,2021-01-04 15:58:09.000,1,0.6,,,"Standard rate","Yes",,,"Credit card",4,2.5,0.5,1.45,0,8.75,0.3,2.5,79,107,1
"CMT",2021-01-24 09:59:34.000,2021-01-24 10:01:42.000,1,0.6,,,"Standard rate","No",,,"Credit card",4,2.5,0.5,1.2,0,8.5,0.3,2.5,90,107,1
,2021-01-29 08:08:17.000,2021-01-29 08:17:13.000,,1.9,,,,,,,,8.5,0,0.5,1.77,0,13.57,0.3,2.5,43,230,1
"VTS",2021-01-06 11:27:54.000,2021-01-06 11:37:05.000,1,1.18,,,"Standard rate","No",,,"Credit card",7.5,0,0.5,1.2,0,12,0.3,2.5,236,141,1
"VTS",2021-01-02 04:44:33.000,2021-01-02 04:57:30.000,1,2.87,,,"Standard rate","No",,,"Credit card",12,0.5,0.5,1,0,16.8,0.3,2.5,74,238,1
"CMT",2021-01-13 22:02:48.000,2021-01-13 22:07:47.000,1,1.1,,,"Standard rate","No",,,"Credit card",6,3,0.5,2.9,0,12.7,0.3,2.5,164,224,1
"VTS",2021-01-25 07:45:56.000,2021-01-25 08:02:00.000,1,2.41,,,"Standard rate","No",,,"Credit card",11.5,0,0.5,2.96,0,17.76,0.3,2.5,90,229,1
"VTS",2021-01-25 11:58:56.000,2021-01-25 12:14:44.000,2,2.4,,,"Standard rate","No",,,"Credit card",12,0,0.5,6,0,21.3,0.3,2.5,90,125,1
"VTS",2021-01-20 19:07:42.000,2021-01-20 19:15:06.000,1,1.48,,,"Standard rate","No",,,"Credit card",7.5,1,0.5,2.95,0,14.75,0.3,2.5,246,170,1
"VTS",2021-01-21 08:57:07.000,2021-01-21 09:10:20.000,1,2.8,,,"Standard rate","No",,,"Credit card",12,0,0.5,0,0,12.8,0.3,0,135,98,1
"VTS",2021-01-25 16:10:52.000,2021-01-25 16:16:06.000,1,0.81,,,"Standard rate","No",,,"Credit card",5.5,1,0.5,1.96,0,11.76,0.3,2.5,143,142,1
"VTS",2021-01-26 10:06:42.000,2021-01-26 10:11:28.000,2,0.75,,,"Standard rate","No",,,"Credit card",5,0,0.5,1.66,0,9.96,0.3,2.5,163,163,1
"VTS",2021-01-04 12:48:50.000,2021-01-04 12:53:35.000,2,0.97,,,"Standard rate","No",,,"Credit card",5.5,0,0.5,2.2,0,11,0.3,2.5,238,151,1
"VTS",2021-01-28 19:56:17.000,2021-01-28 20:02:53.000,1,1.3,,,"Standard rate","No",,,"Credit card",6.5,1,0.5,2.16,0,12.96,0.3,2.5,161,142,1
"VTS",2021-01-03 23:48:22.000,2021-01-03 23:56:38.000,2,2.39,,,"Standard rate","No",,,"Cash",9,0.5,0.5,0,0,12.8,0.3,2.5,230,107,1
"VTS",2021-01-30 15:26:16.000,2021-01-30 15:29:23.000,1,0.49,,,"Standard rate","No",,,"Credit card",4,0,0.5,1.46,0,8.76,0.3,2.5,143,142,1
"CMT",2021-01-26 07:19:48.000,2021-01-26 07:33:05.000,1,3.5,,,"Standard rate","No",,,"Credit card",12.5,2.5,0.5,7,0,22.8,0.3,2.5,79,140,1
"VTS",2021-01-07 14:26:14.000,2021-01-07 14:31:05.000,1,0.86,,,"Standard rate","No",,,"Credit card",5,0,0.5,1.66,0,9.96,0.3,2.5,43,239,1
"CMT",2021-01-05 08:28:51.000,2021-01-05 08:57:15.000,1,5.4,,,"Standard rate","No",,,"Dispute",22.5,2.5,0.5,0,0,25.8,0.3,2.5,137,17,1
"VTS",2021-01-13 13:58:55.000,2021-01-13 14:20:24.000,2,3.1,,,"Standard rate","No",,,"Credit card",16,0,0.5,1.93,0,21.23,0.3,2.5,151,140,1
,2021-01-28 15:42:00.000,2021-01-28 16:17:00.000,,9.03,,,,,,,,21.3,2.75,0.5,0,6.12,30.97,0.3,0,140,80,1
"VTS",2021-01-16 21:50:51.000,2021-01-16 21:59:21.000,1,1.99,,,"Standard rate","No",,,"Credit card",8.5,0.5,0.5,1,0,13.3,0.3,2.5,170,142,1
"VTS",2021-01-27 06:19:41.000,2021-01-27 06:25:59.000,1,1.76,,,"Standard rate","No",,,"Credit card",7.5,0,0.5,1.08,0,11.88,0.3,2.5,233,140,1
"VTS",2021-01-01 15:40:25.000,2021-01-01 15:47:47.000,1,1.11,,,"Standard rate","No",,,"Credit card",7,0,0.5,1.1,0,11.4,0.3,2.5,142,239,1
"VTS",2021-01-03 13:47:35.000,2021-01-03 14:03:01.000,1,3.35,,,"Standard rate","No",,,"Credit card",13,0,0.5,3.26,0,19.56,0.3,2.5,100,140,1
"CMT",2021-01-18 06:36:53.000,2021-01-18 06:39:29.000,1,0.6,,,"Standard rate","No",,,"Cash",4.5,3,0.5,0,0,8.3,0.3,2.5,163,237,1
"VTS",2021-01-27 11:21:16.000,2021-01-27 11:26:12.000,1,0.99,,,"Standard rate","No",,,"Credit card",6,0,0.5,0,0,9.3,0.3,2.5,170,234,1
,2021-01-15 09:20:06.000,2021-01-15 09:45:31.000,,8.01,,,,,,,,28.87,0,0.5,2.75,6.12,38.54,0.3,0,168,48,1
"VTS",2021-01-07 15:18:00.000,2021-01-07 15:21:33.000,1,0.49,,,"Standard rate","No",,,"Cash",4.5,0,0.5,0,0,7.8,0.3,2.5,142,142,1
"VTS",2021-01-02 16:53:50.000,2021-01-02 17:03:09.000,1,1.23,,,"Standard rate","No",,,"Credit card",7.5,0,0.5,1.62,0,12.42,0.3,2.5,90,113,1
"VTS",2021-01-10 06:51:30.000,2021-01-10 06:55:46.000,1,0.72,,,"Standard rate","No",,,"Credit card",5,0,0.5,1.66,0,9.96,0.3,2.5,140,141,1
"VTS",2021-01-04 17:35:51.000,2021-01-04 17:47:11.000,1,2.36,,,"Standard rate","No",,,"Cash",11,1,0.5,0,0,15.3,0.3,2.5,231,158,1
"VTS",2021-01-25 15:30:03.000,2021-01-25 15:34:34.000,1,0.79,,,"Standard rate","No",,,"Credit card",5,0,0.5,1.66,0,9.96,0.3,2.5,140,237,1
,2021-01-13 12:01:37.000,2021-01-13 12:01:03.000,,3.27,,,,,,,,15.2,0,0.5,0,0,16,0.3,0,265,215,1
"VTS",2021-01-14 11:01:31.000,2021-01-14 11:07:58.000,1,3.1,,,"Standard rate","No",,,"Credit card",10.5,0,0.5,4.14,0,17.94,0.3,2.5,151,50,1
"VTS",2021-01-02 11:40:07.000,2021-01-02 11:43:25.000,1,0.66,,,"Standard rate","No",,,"Cash",4.5,0,0.5,0,0,7.8,0.3,2.5,125,231,1
"VTS",2021-01-28 12:44:01.000,2021-01-28 12:58:20.000,1,4.06,,,"Standard rate","No",,,"Credit card",15,0,0.5,4.58,0,22.88,0.3,2.5,238,68,1
,2021-01-12 08:38:09.000,2021-01-12 09:08:32.000,,11.2,,,,,,,,35.66,0,0.5,2.75,0,39.21,0.3,0,61,55,1
"CMT",2021-01-22 13:46:22.000,2021-01-22 13:52:37.000,1,1,,,"Standard rate","No",,,"Credit card",6,2.5,0.5,2.3,0,11.6,0.3,2.5,170,141,1
"VTS",2021-01-19 20:01:47.000,2021-01-19 20:14:25.000,1,6.38,,,"Standard rate","No",,,"Credit card",19,0.5,0.5,5.08,0,25.38,0.3,0,138,112,1
"VTS",2021-01-15 16:10:59.000,2021-01-15 16:15:34.000,4,0.89,,,"Standard rate","No",,,"Credit card",5.5,1,0.5,1.96,0,11.76,0.3,2.5,239,142,1
"CMT",2021-01-10 09:59:11.000,2021-01-10 10:02:27.000,3,0.6,,,"Standard rate","No",,,"Credit card",4.5,2.5,0.5,2.3,0,10.1,0.3,2.5,209,45,1
"VTS",2021-01-01 14:30:31.000,2021-01-01 14:37:05.000,2,2.97,,,"Standard rate","No",,,"Cash",10.5,0,0.5,0,0,11.3,0.3,0,132,10,1
"VTS",2021-01-28 10:23:09.000,2021-01-28 10:37:54.000,1,3.1,,,"Standard rate","No",,,"Cash",12.5,0,0.5,0,0,15.8,0.3,2.5,113,163,1
"CMT",2021-01-31 17:43:58.000,2021-01-31 17:46:21.000,1,0.6,,,"Standard rate","No",,,"Credit card",4,2.5,0.5,3,0,10.3,0.3,2.5,162,141,1
"VTS",2021-01-14 12:55:59.000,2021-01-14 13:09:29.000,2,1.8,,,"Standard rate","No",,,"Credit card",10,0,0.5,3.33,0,16.63,0.3,2.5,263,162,1
"VTS",2021-01-17 17:42:38.000,2021-01-17 17:56:13.000,1,2.9,,,"Standard rate","No",,,"Credit card",12,0,0.5,2.08,0,17.38,0.3,2.5,239,68,1
"VTS",2021-01-12 16:10:30.000,2021-01-12 16:13:57.000,3,0.7,,,"Standard rate","No",,,"Credit card",4.5,1,0.5,2.64,0,11.44,0.3,2.5,230,161,1
"VTS",2021-01-27 12:22:22.000,2021-01-27 12:29:50.000,1,1.25,,,"Standard rate","No",,,"Credit card",7,0,0.5,0.52,0,10.82,0.3,2.5,236,75,1
"VTS",2021-01-18 18:47:56.000,2021-01-18 18:52:27.000,1,0.82,,,"Standard rate","No",,,"Cash",5,0,0.5,0,0,5.8,0.3,0,41,75,1
"CMT",2021-01-30 09:45:11.000,2021-01-30 09:50:35.000,1,0.8,,,"Standard rate","No",,,"Credit card",5.5,2.5,0.5,1.75,0,10.55,0.3,2.5,234,107,1
"CMT",2021-01-20 08:56:54.000,2021-01-20 09:04:13.000,1,1.3,,,"Standard rate","No",,,"Cash",7,2.5,0.5,0,0,10.3,0.3,2.5,113,231,1
"CMT",2021-01-20 15:15:20.000,2021-01-20 15:21:47.000,1,1.3,,,"Standard rate","No",,,"Credit card",6.5,2.5,0.5,1.95,0,11.75,0.3,2.5,234,249,1
"VTS",2021-01-28 20:29:07.000,2021-01-28 20:33:05.000,2,0.91,,,"Standard rate","No",,,"Cash",5,0.5,0.5,0,0,8.8,0.3,2.5,164,234,1
"VTS",2021-01-14 19:33:44.000,2021-01-14 19:39:24.000,2,0.78,,,"Standard rate","No",,,"Credit card",5.5,1,0.5,0,0,7.3,0.3,0,74,74,1
,2021-01-22 10:07:00.000,2021-01-22 10:24:00.000,,2.38,,,,,,,,16.63,2.75,0.5,0,0,20.18,0.3,0,48,113,1
"CMT",2021-01-05 10:29:48.000,2021-01-05 10:38:24.000,1,0.8,,,"Standard rate","No",,,"Cash",7,2.5,0.5,0,0,10.3,0.3,2.5,263,262,1
"VTS",2021-01-27 22:13:02.000,2021-01-27 22:36:24.000,1,5.67,,,"Standard rate","No",,,"Credit card",21,0.5,0.5,2,0,26.8,0.3,2.5,114,142,1
"VTS",2021-01-25 18:06:30.000,2021-01-25 18:12:30.000,1,0.86,,,"Standard rate","No",,,"Credit card",6,1,0.5,0,0,10.3,0.3,2.5,100,50,1
"VTS",2021-01-09 09:03:49.000,2021-01-09 09:09:54.000,1,0.98,,,"Standard rate","No",,,"Cash",6,0,0.5,0,0,9.3,0.3,2.5,43,141,1
"VTS",2021-01-30 12:46:30.000,2021-01-30 13:05:10.000,2,4.06,,,"Standard rate","No",,,"Credit card",17,0,0.5,4.06,0,24.36,0.3,2.5,238,41,1
"CMT",2021-01-09 00:07:36.000,2021-01-09 00:13:16.000,1,1.3,,,"Standard rate","No",,,"Cash",6.5,3,0.5,0,0,10.3,0.3,2.5,141,236,1
"VTS",2021-01-14 11:16:32.000,2021-01-14 11:23:46.000,2,1.36,,,"Standard rate","No",,,"Credit card",6.5,0,0.5,1,0,10.8,0.3,2.5,230,162,1
"VTS",2021-01-21 09:22:25.000,2021-01-21 09:38:05.000,1,2.62,,,"Standard rate","No",,,"Cash",13,0,0.5,0,0,16.3,0.3,2.5,43,151,1
"VTS",2021-01-26 18:00:25.000,2021-01-26 18:05:02.000,1,1.17,,,"Standard rate","No",,,"Credit card",6,1,0.5,2.58,0,12.88,0.3,2.5,161,234,1
"VTS",2021-01-24 16:42:33.000,2021-01-24 16:50:29.000,3,1.59,,,"Standard rate","No",,,"Credit card",7.5,0,0.5,1,0,11.8,0.3,2.5,170,161,1
"VTS",2021-01-23 19:44:47.000,2021-01-23 19:50:27.000,2,1.49,,,"Standard rate","No",,,"Credit card",6.5,0,0.5,2.45,0,12.25,0.3,2.5,100,234,1
"VTS",2021-01-08 16:32:16.000,2021-01-08 16:54:16.000,1,4.13,,,"Standard rate","No",,,"Credit card",17.5,1,0.5,4.36,0,26.16,0.3,2.5,237,79,1
"VTS",2021-01-26 08:16:25.000,2021-01-26 08:45:19.000,2,6.9,,,"Standard rate","No",,,"Credit card",26,0,0.5,5.86,0,35.16,0.3,2.5,231,238,1
"CMT",2021-01-19 15:35:46.000,2021-01-19 15:43:50.000,1,1.6,,,"Standard rate","No",,,"Credit card",8,3.5,0.5,2.45,0,14.75,0.3,2.5,163,142,1
"CMT",2021-01-02 12:39:53.000,2021-01-02 12:51:07.000,1,2.9,,,"Standard rate","No",,,"Cash",12,2.5,0.5,0,0,15.3,0.3,2.5,232,34,1
"VTS",2021-01-30 16:46:16.000,2021-01-30 16:55:59.000,1,1.74,,,"Standard rate","No",,,"Credit card",9,0,0.5,3.08,0,15.38,0.3,2.5,262,237,1
"CMT",2021-01-30 13:43:18.000,2021-01-30 13:58:02.000,1,4.3,,,"Standard rate","No",,,"Credit card",15.5,2.5,0.5,3.75,0,22.55,0.3,2.5,234,87,1
"VTS",2021-01-07 20:11:31.000,2021-01-07 20:29:27.000,1,9.63,,,"Standard rate","No",,,"Credit card",28,0.5,0.5,5.86,0,35.16,0.3,0,70,10,1
"VTS",2021-01-11 21:57:30.000,2021-01-11 22:00:13.000,2,0.61,,,"Standard rate","No",,,"Credit card",4,0.5,0.5,0.75,0,8.55,0.3,2.5,237,43,1
"CMT",2021-01-25 15:02:42.000,2021-01-25 15:28:18.000,1,7,,,"Standard rate","No",,,"Credit card",25,2.5,0.5,5.65,0,33.95,0.3,2.5,162,244,1
"VTS",2021-01-10 11:44:02.000,2021-01-10 11:49:36.000,1,1.8,,,"Standard rate","No",,,"Credit card",7,0,0.5,2.06,0,12.36,0.3,2.5,50,238,1
"VTS",2021-01-29 13:42:30.000,2021-01-29 13:47:08.000,1,0.86,,,"Standard rate","No",,,"Cash",5,0,0.5,0,0,8.3,0.3,2.5,48,163,1
"VTS",2021-01-19 13:19:25.000,2021-01-19 13:30:33.000,5,2.71,,,"Standard rate","No",,,"Credit card",10.5,0,0.5,2,0,15.8,0.3,2.5,79,161,1
"CMT",2021-01-06 09:08:49.000,2021-01-06 09:35:12.000,1,8,,,"Standard rate","No",,,"Credit card",27.5,2.5,0.5,5,0,35.8,0.3,2.5,24,232,1
"VTS",2021-01-14 11:22:07.000,2021-01-14 11:41:57.000,1,3.49,,,"Standard rate","No",,,"Credit card",15,0,0.5,3.66,0,21.96,0.3,2.5,161,158,1
"CMT",2021-01-18 17:36:44.000,2021-01-18 17:38:09.000,1,0,,,"Negotiated","No",,,"Credit card",64,0,0,6,0,70.3,0.3,0,68,68,1
"VTS",2021-01-13 18:49:51.000,2021-01-13 19:08:04.000,2,4.03,,,"Standard rate","No",,,"Credit card",15.5,1,0.5,3.96,0,23.76,0.3,2.5,90,236,1
"VTS",2021-01-01 12:57:25.000,2021-01-01 13:02:38.000,2,1.46,,,"Standard rate","No",,,"Credit card",6.5,0,0.5,1.96,0,11.76,0.3,2.5,234,144,1
"VTS",2021-01-09 15:10:50.000,2021-01-09 15:18:15.000,1,1.56,,,"Standard rate","No",,,"Credit card",7.5,0,0.5,1.08,0,11.88,0.3,2.5,163,234,1
"VTS",2021-01-17 08:44:47.000,2021-01-17 08:56:43.000,1,2.29,,,"Standard rate","No",,,"Cash",11,0,0.5,0,0,14.3,0.3,2.5,48,90,1
"CMT",2021-01-12 17:06:32.000,2021-01-12 17:12:31.000,2,0.8,,,"Standard rate","No",,,"Cash",6,3.5,0.5,0,0,10.3,0.3,2.5,161,162,1
"VTS",2021-01-07 18:05:37.000,2021-01-07 18:18:18.000,3,2.02,,,"Standard rate","No",,,"Cash",10,1,0.5,0,0,14.3,0.3,2.5,48,161,1
"VTS",2021-01-30 17:34:24.000,2021-01-30 17:43:54.000,1,6.04,,,"Standard rate","No",,,"Dispute",-17.5,0,-0.5,0,0,-18.3,-0.3,0,132,28,1
"VTS",2021-01-03 12:05:54.000,2021-01-03 12:10:40.000,4,0.98,,,"Standard rate","No",,,"Credit card",6,0,0.5,1,0,10.3,0.3,2.5,162,100,1
"VTS",2021-01-17 00:22:35.000,2021-01-17 00:39:59.000,1,9.88,,,"Standard rate","No",,,"Cash",28.5,0.5,0.5,0,0,32.3,0.3,2.5,263,241,1
"CMT",2021-01-05 10:44:27.000,2021-01-05 10:56:30.000,1,2.9,,,"Standard rate","No",,,"Cash",11.5,2.5,0.5,0,0,14.8,0.3,2.5,238,161,1
,2021-01-26 16:54:00.000,2021-01-26 17:30:00.000,,16.06,,,,,,,,45.94,2.75,0.5,0,6.12,55.61,0.3,0,51,161,1
"CMT",2021-01-26 11:58:05.000,2021-01-26 12:03:30.000,1,0.2,,,"Standard rate","No",,,"Credit card",5,2.5,0.5,2.45,0,10.75,0.3,2.5,229,229,1
"VTS",2021-01-31 10:41:02.000,2021-01-31 10:45:43.000,1,1.21,,,"Standard rate","No",,,"Cash",6,0,0.5,0,0,9.3,0.3,2.5,237,140,1
"VTS",2021-01-21 17:02:19.000,2021-01-21 17:09:28.000,1,0.92,,,"Standard rate","No",,,"Credit card",6,1,0.5,2.06,0,12.36,0.3,2.5,164,246,1
"VTS",2021-01-21 13:08:15.000,2021-01-21 13:21:02.000,1,1.68,,,"Standard rate","No",,,"Credit card",10,0,0.5,2.66,0,15.96,0.3,2.5,163,229,1
"VTS",2021-01-04 11:19:51.000,2021-01-04 11:50:38.000,1,7.85,,,"Standard rate","No",,,"Cash",27.5,0,0.5,0,6.12,36.92,0.3,2.5,68,198,1
"VTS",2021-01-16 20:08:21.000,2021-01-16 20:23:06.000,1,2.64,,,"Standard rate","No",,,"Credit card",12,0.5,0.5,3.16,0,18.96,0.3,2.5,114,162,1
"VTS",2021-01-04 07:38:09.000,2021-01-04 07:48:57.000,1,1.52,,,"Standard rate","No",,,"Cash",7.5,0,0.5,0,0,10.8,0.3,2.5,90,230,1
"CMT",2021-01-13 14:47:25.000,2021-01-13 14:51:10.000,0,1.1,,,"Standard rate","No",,,"Cash",5,0,0.5,0,0,5.8,0.3,0,264,264,1
,2021-01-03 12:01:43.000,2021-01-03 12:01:07.000,,0.67,,,,,,,,15.2,0,0.5,0,0,16,0.3,0,265,39,1
"CMT",2021-01-25 12:05:49.000,2021-01-25 12:07:35.000,1,0.3,,,"Standard rate","No",,,"Cash",3.5,0,0.5,0,0,4.3,0.3,0,238,151,1
"VTS",2021-01-04 18:00:54.000,2021-01-04 18:04:58.000,1,1.07,,,"Standard rate","No",,,"Credit card",5,1,0.5,1.86,0,11.16,0.3,2.5,162,229,1
"VTS",2021-01-27 13:53:02.000,2021-01-27 13:59:42.000,1,0.9,,,"Standard rate","No",,,"Credit card",6.5,0,0.5,1.96,0,11.76,0.3,2.5,163,163,1
"VTS",2021-01-04 15:38:29.000,2021-01-04 15:44:59.000,1,0.69,,,"Standard rate","No",,,"Credit card",5.5,0,0.5,0,0,8.8,0.3,2.5,137,170,1
"VTS",2021-01-13 12:52:37.000,2021-01-13 13:12:53.000,1,2.94,,,"Standard rate","No",,,"Credit card",14.5,0,0.5,1,0,18.8,0.3,2.5,236,164,1
"VTS",2021-01-29 19:46:00.000,2021-01-29 19:51:13.000,1,2.04,,,"Standard rate","No",,,"Credit card",6,1,0.5,1.54,0,11.84,0.3,2.5,161,43,1
"VTS",2021-01-23 02:25:20.000,2021-01-23 02:32:03.000,1,1.15,,,"Standard rate","No",,,"Credit card",6.5,0.5,0.5,3.09,0,13.39,0.3,2.5,211,231,1
"VTS",2021-01-31 02:18:14.000,2021-01-31 02:23:17.000,1,1.28,,,"Standard rate","No",,,"Credit card",6,0.5,0.5,1,0,10.8,0.3,2.5,90,170,1
,2021-01-26 10:46:16.000,2021-01-26 10:59:56.000,,3.1,,,,,,,,21.07,2.75,0.5,0,0,24.62,0.3,0,205,130,1
"VTS",2021-01-25 15:01:52.000,2021-01-25 15:05:01.000,3,0.6,,,"Standard rate","No",,,"Credit card",4,0,0.5,1.46,0,8.76,0.3,2.5,114,249,1
"VTS",2021-01-05 08:20:41.000,2021-01-05 08:31:04.000,1,1.4,,,"Standard rate","No",,,"Credit card",9,0,0.5,1,0,10.8,0.3,0,238,166,1
"VTS",2021-01-16 19:59:08.000,2021-01-16 20:07:01.000,1,1.16,,,"Standard rate","No",,,"Credit card",7,0,0.5,3.09,0,13.39,0.3,2.5,79,249,1
"VTS",2021-01-05 13:39:47.000,2021-01-05 13:41:41.000,1,0.59,,,"Standard rate","No",,,"Credit card",4,0,0.5,1,0,8.3,0.3,2.5,100,90,1
"VTS",2021-01-09 12:21:33.000,2021-01-09 12:47:19.000,3,5.08,,,"Standard rate","No",,,"Credit card",21,0,0.5,6.08,0,30.38,0.3,2.5,113,75,1
"CMT",2021-01-28 19:59:37.000,2021-01-28 20:00:01.000,1,0,,,"Negotiated","No",,,"Credit card",6,0,0,0,0,6.3,0.3,0,234,234,1
"VTS",2021-01-16 14:47:44.000,2021-01-16 15:02:58.000,1,3.41,,,"Standard rate","No",,,"Credit card",12.5,0,0.5,1,0,16.8,0.3,2.5,263,170,1
"VTS",2021-01-05 14:32:52.000,2021-01-05 14:43:08.000,1,1.9,,,"Standard rate","No",,,"Credit card",9,0,0.5,1.25,0,13.55,0.3,2.5,43,236,1
"VTS",2021-01-05 19:24:17.000,2021-01-05 19:31:35.000,1,2.67,,,"Standard rate","No",,,"Credit card",9.5,1,0.5,2.76,0,16.56,0.3,2.5,141,75,1
"VTS",2021-01-16 11:55:34.000,2021-01-16 11:58:59.000,1,0.48,,,"Standard rate","No",,,"Cash",4.5,0,0.5,0,0,7.8,0.3,2.5,141,140,1
"VTS",2021-01-30 13:30:04.000,2021-01-31 13:05:03.000,1,0.91,,,"Standard rate","No",,,"Credit card",7,0,0.5,1.54,0,11.84,0.3,2.5,164,137,1
"CMT",2021-01-27 09:30:00.000,2021-01-27 09:40:54.000,1,1.8,,,"Standard rate","No",,,"Credit card",9,2.5,0.5,2.45,0,14.75,0.3,2.5,79,170,1
"CMT",2021-01-12 13:41:57.000,2021-01-12 14:01:56.000,1,4.4,,,"Standard rate","No",,,"Cash",18.5,2.5,0.5,0,0,21.8,0.3,2.5,262,107,1
"VTS",2021-01-16 23:24:28.000,2021-01-16 23:28:16.000,1,1.49,,,"Standard rate","No",,,"Credit card",6,0.5,0.5,1,0,8.3,0.3,0,264,264,1
"CMT",2021-01-05 13:58:38.000,2021-01-05 14:08:40.000,1,1.4,,,"Standard rate","No",,,"Credit card",8.5,2.5,0.5,2.95,0,14.75,0.3,2.5,164,229,1
"CMT",2021-01-22 05:42:13.000,2021-01-22 05:51:27.000,1,1.6,,,"Standard rate","No",,,"Credit card",8,3,0.5,1,0,12.8,0.3,2.5,48,137,1
"VTS",2021-01-20 13:26:44.000,2021-01-20 13:43:30.000,2,2.88,,,"Standard rate","No",,,"Cash",14,0,0.5,0,0,14.8,0.3,0,244,166,1
"VTS",2021-01-14 08:45:27.000,2021-01-14 08:55:09.000,2,1.23,,,"Standard rate","No",,,"Credit card",7.5,0,0.5,1.62,0,12.42,0.3,2.5,233,100,1
"CMT",2021-01-29 05:24:28.000,2021-01-29 05:33:31.000,2,2.1,,,"Standard rate","No",,,"Credit card",9.5,3,0.5,2.66,0,15.96,0.3,2.5,186,143,1
"VTS",2021-01-25 10:03:55.000,2021-01-25 10:09:09.000,2,1.22,,,"Standard rate","No",,,"Credit card",6,0,0.5,0.93,0,10.23,0.3,2.5,141,263,1
"VTS",2021-01-08 14:11:29.000,2021-01-08 14:18:48.000,1,0.9,,,"Standard rate","No",,,"Credit card",6.5,0,0.5,1.96,0,11.76,0.3,2.5,239,142,1
"VTS",2021-01-15 22:40:39.000,2021-01-15 22:47:00.000,1,1.5,,,"Standard rate","No",,,"Credit card",7,0.5,0.5,2.16,0,12.96,0.3,2.5,186,107,1
"VTS",2021-01-20 11:33:53.000,2021-01-20 11:49:10.000,2,3.49,,,"Standard rate","No",,,"Credit card",13,0,0.5,1.96,0,18.26,0.3,2.5,163,231,1
"CMT",2021-01-12 10:16:17.000,2021-01-12 10:23:11.000,1,1.9,,,"Standard rate","No",,,"Cash",8,2.5,0.5,0,0,11.3,0.3,2.5,125,164,1
